subj_idx,category,stim,response,accuracy,rt,age
9,3,1,2,1,0.971,0
9,3,1,1,0,1.367,0
9,3,0,1,1,0.989,0
9,3,1,2,1,0.692,0
9,3,0,1,1,0.806,0
9,3,1,2,1,0.925,0
9,3,0,1,1,0.655,0
9,3,1,2,1,0.522,0
9,3,0,2,0,1.07,0
9,3,1,2,1,0.992,0
9,3,0,1,1,0.794,0
9,3,1,2,0,0.857,0
9,3,0,1,1,1.032,0
9,3,0,1,1,0.639,0
9,3,1,2,1,0.687,0
9,3,1,2,1,0.798,0
9,3,0,1,1,0.869,0
9,3,1,2,1,0.711,0
9,3,0,1,1,0.856,0
9,3,1,2,1,0.692,0
9,3,1,2,1,0.894,0
9,3,0,1,1,0.637,0
9,3,1,2,1,0.854,0
9,3,0,1,1,0.842,0
9,3,1,2,1,0.698,0
9,3,0,1,1,0.872,0
9,3,1,2,1,0.647,0
9,3,0,1,1,0.715,0
9,3,0,1,1,0.792,0
9,1,0,1,1,0.71,0
9,1,0,1,1,0.629,0
9,1,1,2,1,0.623,0
9,1,1,2,1,0.772,0
9,1,1,1,0,1.064,0
9,1,1,2,1,0.837,0
9,1,1,2,1,0.757,0
9,1,0,1,1,0.773,0
9,1,0,1,1,0.734,0
9,1,1,2,1,0.633,0
9,1,0,1,1,0.707,0
9,1,1,2,1,0.803,0
9,1,0,1,1,0.879,0
9,1,1,2,1,0.775,0
9,1,0,2,0,1.357,0
9,1,0,1,1,0.81,0
9,1,0,1,1,0.652,0
9,1,1,2,1,0.705,0
9,1,1,2,1,0.807,0
9,1,1,2,1,0.62,0
9,1,0,1,1,0.498,0
9,1,0,1,1,0.575,0
9,1,1,2,1,0.69,0
9,1,1,2,1,0.701,0
9,1,1,2,1,0.691,0
9,1,0,1,1,0.796,0
9,1,0,1,1,0.556,0
9,1,1,2,1,0.769,0
9,1,0,1,1,0.665,0
9,1,0,1,1,0.623,0
9,2,1,2,1,0.601,0
9,2,0,1,1,0.764,0
9,2,0,1,1,0.703,0
9,2,0,1,1,0.76,0
9,2,1,2,1,0.683,0
9,2,1,2,1,0.773,0
9,2,1,2,1,0.698,0
9,2,1,2,1,0.726,0
9,2,0,1,1,0.784,0
9,2,1,2,0,0.909,0
9,2,0,1,1,0.985,0
9,2,1,2,1,0.888,0
9,2,1,2,1,0.653,0
9,2,0,1,1,0.921,0
9,2,0,1,1,0.633,0
9,2,0,1,1,0.683,0
9,2,0,1,1,1.093,0
9,2,1,2,1,0.728,0
9,2,1,2,1,0.6,0
9,2,1,2,1,0.743,0
9,2,1,2,1,0.865,0
9,2,1,2,1,0.87,0
9,2,1,2,1,0.606,0
9,2,0,1,1,0.674,0
9,2,0,1,1,0.722,0
9,2,1,2,1,0.787,0
9,2,1,2,1,0.622,0
9,2,0,1,1,0.788,0
9,2,0,1,1,0.723,0
9,2,1,2,0,0.66,0
9,5,0,1,1,0.998,0
9,5,1,2,1,0.908,0
9,5,0,1,1,0.882,0
9,5,1,2,1,0.833,0
9,5,1,2,1,0.755,0
9,5,1,2,1,0.702,0
9,5,0,1,1,0.773,0
9,5,0,1,1,0.886,0
9,5,0,1,1,0.751,0
9,5,0,1,1,0.711,0
9,5,0,1,1,0.82,0
9,5,0,1,1,0.817,0
9,5,1,2,1,0.821,0
9,5,0,1,1,0.839,0
9,5,1,2,1,0.669,0
9,5,1,2,1,0.642,0
9,5,0,1,1,0.813,0
9,5,1,2,1,0.626,0
9,5,1,2,1,0.751,0
9,5,0,1,1,0.694,0
9,5,0,1,1,0.745,0
9,5,1,2,1,0.697,0
9,5,1,2,1,0.565,0
9,5,0,1,1,1.111,0
9,5,0,1,1,0.62,0
9,5,0,1,1,0.707,0
9,5,1,2,1,0.77,0
9,5,1,2,1,0.892,0
9,5,1,2,1,0.98,0
9,5,1,2,1,0.641,0
9,4,0,1,1,0.624,0
9,4,0,1,1,0.83,0
9,4,0,1,1,0.624,0
9,4,1,2,1,0.735,0
9,4,1,2,1,0.794,0
9,4,0,1,1,1.229,0
9,4,0,1,1,0.857,0
9,4,0,1,1,0.988,0
9,4,1,2,1,0.583,0
9,4,1,2,1,0.891,0
9,4,1,2,1,0.589,0
9,4,1,2,1,0.57,0
9,4,0,1,1,0.614,0
9,4,0,1,1,0.797,0
9,4,1,2,1,0.683,0
9,4,1,2,1,0.576,0
9,4,1,2,1,0.596,0
9,4,1,2,1,0.958,0
9,4,0,1,1,0.81,0
9,4,0,1,1,0.683,0
9,4,0,1,1,0.689,0
9,4,1,2,1,0.54,0
9,4,0,1,1,0.667,0
9,4,1,2,1,0.694,0
9,4,0,1,1,0.733,0
9,4,0,1,1,0.915,0
9,4,0,1,1,0.717,0
9,4,1,2,1,0.649,0
9,4,1,2,1,0.667,0
9,4,1,2,1,0.718,0
10,3,0,1,0,1.107,0
10,3,0,2,1,0.848,0
10,3,1,1,1,1.018,0
10,3,1,1,1,1.069,0
10,3,0,2,1,0.802,0
10,3,0,2,1,1.584,0
10,3,1,1,1,0.803,0
10,3,1,1,1,0.891,0
10,3,1,1,1,1.272,0
10,3,0,2,1,0.894,0
10,3,1,1,1,0.839,0
10,3,1,1,1,0.757,0
10,3,1,1,1,0.819,0
10,3,1,1,1,0.597,0
10,3,1,1,1,0.714,0
10,3,1,1,1,0.692,0
10,3,0,2,1,0.917,0
10,3,1,1,1,0.855,0
10,3,0,2,1,0.754,0
10,3,0,2,1,0.601,0
10,3,0,2,1,0.576,0
10,3,0,2,1,0.566,0
10,3,0,2,1,0.63,0
10,3,0,2,1,0.764,0
10,3,1,1,1,0.824,0
10,3,0,2,1,0.659,0
10,3,1,1,1,1.019,0
10,3,0,2,1,0.898,0
10,3,1,1,1,0.714,0
10,1,0,2,1,0.571,0
10,1,0,2,1,0.624,0
10,1,0,2,1,0.666,0
10,1,1,1,1,0.798,0
10,1,1,1,1,0.808,0
10,1,1,1,1,0.839,0
10,1,1,1,1,0.824,0
10,1,0,2,1,0.872,0
10,1,0,2,1,0.578,0
10,1,1,1,1,0.564,0
10,1,1,1,1,1.034,0
10,1,0,2,1,0.635,0
10,1,0,2,1,0.604,0
10,1,0,2,1,0.574,0
10,1,1,1,1,0.61,0
10,1,1,1,0,0.503,0
10,1,1,1,1,0.561,0
10,1,1,1,1,0.506,0
10,1,0,2,1,0.635,0
10,1,1,1,1,0.722,0
10,1,1,1,1,0.827,0
10,1,0,2,1,0.599,0
10,1,1,1,1,0.696,0
10,1,0,2,1,0.603,0
10,1,1,1,1,0.877,0
10,1,1,1,0,0.736,0
10,1,0,2,1,0.523,0
10,1,1,1,1,0.524,0
10,1,1,1,1,0.505,0
10,1,0,2,1,0.481,0
10,4,1,1,1,0.751,0
10,4,1,2,0,1.157,0
10,4,0,2,1,1.113,0
10,4,1,1,1,0.733,0
10,4,0,2,1,0.668,0
10,4,1,1,1,0.691,0
10,4,1,1,1,0.531,0
10,4,0,2,1,0.801,0
10,4,0,2,1,0.803,0
10,4,0,2,1,0.738,0
10,4,0,2,1,0.619,0
10,4,1,1,1,0.634,0
10,4,1,1,1,0.582,0
10,4,1,1,1,0.837,0
10,4,1,1,1,1.008,0
10,4,1,1,1,0.758,0
10,4,1,1,1,2.147,0
10,4,0,2,1,0.648,0
10,4,0,2,1,0.926,0
10,4,1,1,1,0.705,0
10,4,1,1,0,0.697,0
10,4,1,2,0,1.066,0
10,4,1,1,1,1.083,0
10,4,0,2,1,0.981,0
10,4,0,2,1,0.664,0
10,4,0,2,1,0.906,0
10,4,1,1,1,0.697,0
10,4,0,2,1,0.713,0
10,4,0,2,1,0.795,0
10,4,0,2,1,0.681,0
10,5,1,1,1,0.732,0
10,5,1,1,1,0.684,0
10,5,0,2,1,0.623,0
10,5,1,1,1,0.751,0
10,5,1,1,1,0.747,0
10,5,0,2,1,0.641,0
10,5,1,1,1,0.674,0
10,5,0,2,1,0.619,0
10,5,0,2,1,0.706,0
10,5,0,2,1,0.621,0
10,5,0,2,1,0.765,0
10,5,1,1,1,0.575,0
10,5,1,2,0,0.723,0
10,5,0,2,1,0.682,0
10,5,1,1,1,0.854,0
10,5,1,1,1,1.078,0
10,5,0,2,1,0.686,0
10,5,0,2,1,0.749,0
10,5,1,1,0,0.749,0
10,5,0,2,1,0.543,0
10,5,0,2,1,0.827,0
10,5,0,1,0,2.324,0
10,5,1,1,1,0.648,0
10,5,1,1,1,1.642,0
10,5,1,1,1,0.674,0
10,5,1,1,1,0.795,0
10,5,1,1,1,0.935,0
10,5,1,1,1,0.716,0
10,5,0,2,1,0.738,0
10,5,0,2,1,0.637,0
10,2,0,2,1,0.791,0
10,2,1,1,1,0.605,0
10,2,0,2,1,0.704,0
10,2,0,2,1,0.763,0
10,2,0,NaN,0,NaN,0
10,2,0,2,1,0.611,0
10,2,0,2,1,0.63,0
10,2,1,2,0,0.867,0
10,2,0,2,1,0.787,0
10,2,1,1,1,0.586,0
10,2,1,1,1,1.05,0
10,2,1,1,1,0.669,0
10,2,0,2,1,0.683,0
10,2,1,1,1,0.772,0
10,2,1,1,1,0.69,0
10,2,1,1,1,0.587,0
10,2,0,2,1,0.657,0
10,2,0,2,1,1.053,0
10,2,1,1,1,1.412,0
10,2,1,1,1,0.882,0
10,2,0,2,1,0.944,0
10,2,1,1,1,1.285,0
10,2,1,1,1,1.339,0
10,2,0,2,1,0.801,0
10,2,1,1,1,1.002,0
10,2,1,1,1,0.615,0
10,2,0,2,1,0.867,0
10,2,1,1,1,0.713,0
10,2,0,2,1,0.628,0
10,2,1,1,0,0.713,0
12,2,0,2,0,1.282,1
12,2,0,2,0,1.348,1
12,2,1,2,1,0.939,1
12,2,0,1,1,2.111,1
12,2,0,1,1,1.333,1
12,2,1,2,1,0.82,1
12,2,1,2,1,1.685,1
12,2,1,2,1,1.421,1
12,2,0,1,1,1.188,1
12,2,1,1,0,2.452,1
12,2,0,1,1,2.022,1
12,2,0,1,1,1.862,1
12,2,0,1,1,2.069,1
12,2,0,2,0,2.079,1
12,2,1,2,1,1.347,1
12,2,1,2,1,1.675,1
12,2,0,2,0,1.448,1
12,2,1,2,1,0.879,1
12,2,1,2,1,1.16,1
12,2,0,1,1,1.166,1
12,2,1,2,1,2.147,1
12,2,1,2,1,0.77,1
12,2,0,1,1,1.375,1
12,2,1,2,1,1.608,1
12,2,1,2,1,2.011,1
12,2,1,2,1,1.146,1
12,2,0,1,1,1.504,1
12,2,1,2,1,0.793,1
12,2,0,1,1,1.427,1
12,3,1,2,1,1.137,1
12,3,1,2,1,0.954,1
12,3,0,1,1,1.12,1
12,3,0,1,1,1.711,1
12,3,1,2,1,0.934,1
12,3,1,2,1,1.042,1
12,3,1,2,1,0.729,1
12,3,0,1,1,1.482,1
12,3,1,2,1,0.997,1
12,3,0,1,1,1.74,1
12,3,0,1,1,1.567,1
12,3,0,1,1,1.846,1
12,3,1,2,1,0.767,1
12,3,1,2,1,1.36,1
12,3,0,1,1,1.065,1
12,3,0,1,1,1.121,1
12,3,1,2,1,0.674,1
12,3,1,2,1,0.742,1
12,3,0,1,1,0.984,1
12,3,0,1,1,1.077,1
12,3,0,1,1,0.795,1
12,3,0,1,1,1.812,1
12,3,0,1,1,1.496,1
12,3,1,2,1,1.182,1
12,3,0,2,0,1.079,1
12,3,1,2,1,1.266,1
12,3,1,2,1,1.025,1
12,3,1,2,1,1.03,1
12,3,1,2,1,0.807,1
12,3,0,NaN,0,NaN,1
12,1,1,2,1,0.682,1
12,1,0,2,0,0.852,1
12,1,1,2,1,1.051,1
12,1,1,2,1,0.64,1
12,1,1,2,1,1.196,1
12,1,0,1,1,1.16,1
12,1,0,1,1,1.266,1
12,1,0,2,0,0.706,1
12,1,0,2,0,1.328,1
12,1,0,1,1,2.016,1
12,1,0,2,0,1.002,1
12,1,1,2,1,1.233,1
12,1,1,2,1,0.597,1
12,1,1,2,1,0.816,1
12,1,1,2,1,0.829,1
12,1,0,1,1,1.059,1
12,1,0,1,1,1.342,1
12,1,1,2,1,0.799,1
12,1,0,1,1,1.367,1
12,1,1,2,1,1.079,1
12,1,0,1,1,1.1,1
12,1,1,2,1,0.807,1
12,1,0,1,1,0.984,1
12,1,1,2,1,1.097,1
12,1,1,2,1,0.841,1
12,1,1,2,1,0.949,1
12,1,0,2,0,1.068,1
12,1,1,2,1,1.058,1
12,1,0,2,0,2.016,1
12,1,0,1,1,1.691,1
12,5,0,1,1,2.312,1
12,5,0,1,1,0.961,1
12,5,0,2,0,1.626,1
12,5,1,2,1,1.765,1
12,5,0,1,1,1.429,1
12,5,1,NaN,0,NaN,1
12,5,1,2,1,0.706,1
12,5,0,1,1,1.446,1
12,5,1,1,0,1.156,1
12,5,0,1,1,1.644,1
12,5,1,2,1,1.468,1
12,5,0,2,0,1.678,1
12,5,1,2,1,1.385,1
12,5,1,2,1,1.499,1
12,5,0,1,1,1.231,1
12,5,1,2,1,1.3,1
12,5,0,1,1,1.153,1
12,5,0,1,1,1.184,1
12,5,0,1,1,1.324,1
12,5,1,2,1,1.154,1
12,5,1,2,1,1.297,1
12,5,0,1,1,1.134,1
12,5,1,2,1,1.223,1
12,5,0,2,0,1.511,1
12,5,0,2,0,1.355,1
12,5,1,2,1,1.018,1
12,5,0,2,0,1.364,1
12,5,1,2,1,1.411,1
12,5,1,2,1,0.743,1
12,5,1,2,1,0.858,1
12,4,0,1,1,1.268,1
12,4,1,2,0,1.003,1
12,4,0,2,0,2.406,1
12,4,1,2,1,1.348,1
12,4,1,1,0,1.276,1
12,4,0,1,1,1.034,1
12,4,1,2,1,0.701,1
12,4,0,1,1,1.588,1
12,4,1,2,1,1.075,1
12,4,1,2,1,0.922,1
12,4,1,2,1,1.298,1
12,4,0,1,1,0.994,1
12,4,1,2,1,1.289,1
12,4,1,2,1,1.199,1
12,4,1,2,1,1.897,1
12,4,0,1,1,1.724,1
12,4,1,2,1,1.514,1
12,4,0,1,1,0.807,1
12,4,1,2,1,1.282,1
12,4,0,2,0,1.385,1
12,4,0,1,1,1.003,1
12,4,1,2,1,1.298,1
12,4,1,2,1,2.361,1
12,4,1,2,1,1.472,1
12,4,0,1,1,0.965,1
12,4,0,2,0,1.738,1
12,4,1,2,1,0.725,1
12,4,0,1,1,1.366,1
12,4,0,1,1,0.866,1
12,4,0,1,1,1.052,1
13,4,0,1,1,1.437,1
13,4,0,NaN,0,NaN,1
13,4,0,1,1,1.53,1
13,4,1,1,0,2.208,1
13,4,1,NaN,0,NaN,1
13,4,1,NaN,0,NaN,1
13,4,0,1,1,1.525,1
13,4,0,1,1,1.564,1
13,4,0,1,1,1.27,1
13,4,1,1,0,2.316,1
13,4,1,NaN,0,NaN,1
13,4,1,NaN,0,NaN,1
13,4,1,1,0,1.58,1
13,4,0,1,1,1.483,1
13,4,1,1,0,1.928,1
13,4,1,1,0,1.854,1
13,4,0,1,1,1.581,1
13,4,0,1,1,1.346,1
13,4,1,NaN,0,NaN,1
13,4,1,NaN,0,NaN,1
13,4,0,1,1,1.889,1
13,4,1,NaN,0,NaN,1
13,4,0,1,1,2.022,1
13,4,0,1,1,1.454,1
13,4,0,1,1,1.43,1
13,4,1,NaN,0,NaN,1
13,4,1,NaN,0,NaN,1
13,4,1,1,0,1.934,1
13,4,0,1,1,1.764,1
13,2,1,NaN,0,NaN,1
13,2,1,NaN,0,NaN,1
13,2,1,NaN,0,NaN,1
13,2,1,1,1,1.958,1
13,2,0,1,1,2.064,1
13,2,0,1,1,2.177,1
13,2,0,1,1,1.862,1
13,2,0,1,1,1.929,1
13,2,0,1,1,1.304,1
13,2,0,1,1,2.314,1
13,2,0,1,1,1.132,1
13,2,1,2,1,1.455,1
13,2,1,2,1,2.379,1
13,2,0,1,1,1.715,1
13,2,1,1,0,2.33,1
13,2,1,2,1,0.849,1
13,2,0,1,1,1.334,1
13,2,1,2,1,1.234,1
13,2,0,1,1,1.724,1
13,2,0,1,1,1.193,1
13,2,1,2,1,1.01,1
13,2,0,1,1,1.77,1
13,2,1,2,1,1.615,1
13,2,0,1,1,1.648,1
13,2,0,1,1,1.687,1
13,2,1,2,1,1.199,1
13,2,0,1,1,1.453,1
13,2,1,2,1,1.281,1
13,2,1,2,1,1.392,1
13,2,1,2,1,1.604,1
13,2,1,2,1,1.125,1
13,2,1,1,0,1.675,1
13,2,1,2,1,1.511,1
13,2,0,1,1,1.563,1
13,2,1,2,1,1.3,1
13,5,0,1,1,1.832,1
13,5,1,NaN,0,NaN,1
13,5,1,2,1,1.309,1
13,5,0,1,1,1.754,1
13,5,0,1,1,1.814,1
13,5,1,2,1,1.904,1
13,5,1,2,1,2.09,1
13,5,1,2,1,1.803,1
13,5,0,1,1,1.969,1
13,5,0,1,1,1.427,1
13,5,0,1,1,1.3,1
13,5,1,2,1,0.947,1
13,5,1,1,0,1.587,1
13,5,0,1,1,1.166,1
13,5,0,1,1,1.308,1
13,5,0,1,1,1.064,1
13,5,1,2,1,1.35,1
13,5,0,1,1,1.538,1
13,5,1,1,0,1.206,1
13,5,1,NaN,0,NaN,1
13,5,1,2,1,1.138,1
13,5,0,1,1,2.012,1
13,5,0,1,1,1.244,1
13,5,0,1,1,1.173,1
13,5,1,1,0,2.074,1
13,5,1,2,1,1.427,1
13,5,1,2,1,1.332,1
13,5,1,2,1,1.83,1
13,5,0,1,1,1.886,1
13,5,0,1,1,1.739,1
13,1,0,1,1,1.739,1
13,1,0,1,1,1.712,1
13,1,1,2,1,1.445,1
13,1,0,1,1,1.469,1
13,1,1,2,1,0.873,1
13,1,0,1,1,0.952,1
13,1,0,1,1,1.185,1
13,1,1,2,1,1.897,1
13,1,1,2,1,1.295,1
13,1,0,1,1,1.366,1
13,1,0,1,1,1.105,1
13,1,0,1,1,1.045,1
13,1,1,2,1,1.196,1
13,1,1,2,1,1.152,1
13,1,0,1,1,1.29,1
13,1,1,2,1,1.172,1
13,1,0,1,1,1.333,1
13,1,1,2,1,1.116,1
13,1,1,2,1,1.151,1
13,1,1,2,1,0.822,1
13,1,1,2,1,1.299,1
13,1,0,1,1,1.179,1
13,1,1,2,1,1.967,1
13,1,1,2,1,1.514,1
13,1,1,2,1,1.056,1
13,1,0,1,1,1.124,1
13,1,1,2,1,1.161,1
13,1,0,1,1,1.199,1
13,1,0,1,1,0.888,1
13,1,0,2,0,0.869,1
13,3,1,2,1,1.03,1
13,3,0,1,1,1.045,1
13,3,1,2,1,1.017,1
13,3,0,1,1,0.809,1
13,3,1,2,1,1.023,1
13,3,0,1,1,1.166,1
13,3,0,1,1,1.043,1
13,3,0,1,1,0.962,1
13,3,0,1,1,1.955,1
13,3,0,1,1,2.416,1
13,3,1,2,1,1.309,1
13,3,1,2,1,0.959,1
13,3,0,1,1,1.234,1
13,3,1,2,1,1.135,1
13,3,0,1,1,1.21,1
13,3,1,2,1,0.635,1
13,3,1,1,0,1.048,1
13,3,0,1,1,1.164,1
13,3,0,1,1,1.385,1
13,3,0,1,1,1.118,1
13,3,0,1,1,0.977,1
13,3,1,1,0,1.209,1
13,3,1,1,0,1.326,1
13,3,1,2,1,1.241,1
13,3,1,2,1,1.233,1
13,3,1,2,1,0.731,1
13,3,0,1,1,1.128,1
13,3,1,2,1,1.014,1
13,3,1,2,1,0.996,1
13,3,0,1,1,1.132,1
14,5,1,2,1,1.726,1
14,5,1,2,1,2.198,1
14,5,1,2,1,2.101,1
14,5,0,NaN,0,NaN,1
14,5,0,1,1,1.514,1
14,5,1,2,1,0.896,1
14,5,0,1,1,0.938,1
14,5,1,2,1,0.865,1
14,5,0,1,1,2.095,1
14,5,0,1,1,1.054,1
14,5,1,1,0,1.723,1
14,5,0,NaN,0,NaN,1
14,5,1,2,1,1.302,1
14,5,0,1,1,2.26,1
14,5,0,1,1,1.117,1
14,5,0,2,0,0.741,1
14,5,1,2,1,1.548,1
14,5,0,1,1,0.918,1
14,5,1,2,1,0.914,1
14,5,1,2,1,1.582,1
14,5,1,2,1,1.132,1
14,5,1,2,1,1.433,1
14,5,1,2,1,0.646,1
14,5,0,1,1,1.062,1
14,5,1,1,0,2.452,1
14,5,0,1,1,1.499,1
14,5,1,2,1,1.894,1
14,5,0,1,1,0.978,1
14,5,1,1,1,0.894,1
14,1,1,2,1,0.691,1
14,1,0,1,1,0.654,1
14,1,1,2,1,0.593,1
14,1,0,1,1,0.778,1
14,1,0,1,1,1.311,1
14,1,0,1,1,0.821,1
14,1,1,2,0,0.623,1
14,1,1,2,0,0.55,1
14,1,1,2,1,0.768,1
14,1,1,2,1,0.772,1
14,1,0,1,1,1.223,1
14,1,0,1,1,0.758,1
14,1,0,2,0,2.465,1
14,1,0,1,1,0.828,1
14,1,1,2,1,0.567,1
14,1,1,2,1,1.099,1
14,1,1,2,1,1.387,1
14,1,0,1,1,0.709,1
14,1,0,1,1,0.705,1
14,1,1,2,1,0.777,1
14,1,1,2,1,0.704,1
14,1,1,2,1,1.583,1
14,1,1,2,1,0.881,1
14,1,0,1,1,0.655,1
14,1,0,1,1,0.955,1
14,1,1,2,1,1.012,1
14,1,0,1,1,0.731,1
14,1,1,2,1,0.757,1
14,1,1,2,1,0.841,1
14,1,1,2,1,1.573,1
14,3,1,2,1,0.619,1
14,3,0,1,1,0.861,1
14,3,1,2,1,0.922,1
14,3,1,2,1,0.719,1
14,3,0,1,1,0.826,1
14,3,1,2,1,0.818,1
14,3,0,1,1,0.742,1
14,3,1,1,0,0.996,1
14,3,1,2,1,0.981,1
14,3,0,1,1,0.866,1
14,3,0,1,1,0.76,1
14,3,0,1,1,0.999,1
14,3,1,2,1,0.646,1
14,3,0,1,1,0.898,1
14,3,0,1,1,0.783,1
14,3,1,2,1,0.672,1
14,3,0,1,1,0.618,1
14,3,1,2,1,0.647,1
14,3,1,2,1,1.351,1
14,3,0,1,1,0.748,1
14,3,0,1,1,0.677,1
14,3,1,2,1,0.73,1
14,3,1,2,1,1.417,1
14,3,1,2,1,0.759,1
14,3,1,2,1,0.839,1
14,3,0,1,1,0.651,1
14,3,0,1,1,1.058,1
14,3,1,2,1,1.52,1
14,3,0,1,1,0.746,1
14,3,0,1,1,1.047,1
14,2,0,1,1,0.613,1
14,2,0,1,1,0.607,1
14,2,0,1,1,0.914,1
14,2,0,1,1,1.002,1
14,2,0,1,1,1.167,1
14,2,1,2,1,0.978,1
14,2,0,1,1,0.801,1
14,2,1,2,1,0.656,1
14,2,1,1,0,0.916,1
14,2,1,2,1,1.892,1
14,2,0,1,1,0.848,1
14,2,1,2,1,0.749,1
14,2,0,2,0,0.901,1
14,2,0,1,1,0.81,1
14,2,0,1,1,1.791,1
14,2,0,1,1,1.61,1
14,2,0,1,1,1.27,1
14,2,0,1,1,0.767,1
14,2,1,2,1,1.025,1
14,2,0,1,1,0.865,1
14,2,1,2,1,1.305,1
14,2,1,2,1,0.914,1
14,2,1,1,0,0.766,1
14,2,1,2,1,0.914,1
14,2,1,2,1,0.817,1
14,2,1,2,1,0.641,1
14,2,1,2,1,0.833,1
14,2,0,1,1,0.629,1
14,2,1,2,1,1.096,1
14,2,1,2,1,0.704,1
14,4,1,2,1,0.919,1
14,4,1,2,1,1.081,1
14,4,0,1,1,1.464,1
14,4,1,2,1,1.032,1
14,4,0,1,1,0.746,1
14,4,1,2,1,1.298,1
14,4,1,2,1,0.849,1
14,4,0,1,1,0.918,1
14,4,0,1,1,1.243,1
14,4,0,1,1,0.824,1
14,4,0,1,1,1.187,1
14,4,1,2,1,0.906,1
14,4,0,1,1,0.885,1
14,4,1,2,1,0.657,1
14,4,0,1,1,0.968,1
14,4,0,1,1,1.007,1
14,4,0,1,1,1.253,1
14,4,1,2,1,1.044,1
14,4,1,2,1,0.954,1
14,4,1,2,1,0.952,1
14,4,1,2,1,1.548,1
14,4,1,2,1,0.87,1
14,4,0,1,1,0.908,1
14,4,0,1,1,0.714,1
14,4,1,2,1,1.656,1
14,4,0,1,1,1.014,1
14,4,0,1,1,0.854,1
14,4,1,2,1,0.767,1
14,4,0,1,1,1.971,1
14,4,1,2,1,1.255,1
15,1,0,1,1,1.311,0
15,1,1,2,1,2.167,0
15,1,0,1,1,0.852,0
15,1,1,2,1,1.995,0
15,1,0,1,1,0.983,0
15,1,1,2,1,1.578,0
15,1,1,2,1,1.606,0
15,1,0,1,1,1.666,0
15,1,1,2,1,0.821,0
15,1,0,1,1,0.857,0
15,1,0,1,1,0.618,0
15,1,1,1,0,1.665,0
15,1,1,2,1,1.537,0
15,1,1,2,1,0.761,0
15,1,0,1,1,0.551,0
15,1,1,2,1,1.063,0
15,1,0,1,1,0.693,0
15,1,0,1,1,1.018,0
15,1,1,1,0,1.62,0
15,1,1,2,1,1.095,0
15,1,0,1,1,0.758,0
15,1,1,2,1,1.175,0
15,1,0,1,1,0.632,0
15,1,1,2,1,0.675,0
15,1,0,1,1,1.26,0
15,1,0,1,1,0.953,0
15,1,1,1,0,1.91,0
15,1,1,2,1,0.754,0
15,1,0,1,1,0.791,0
15,4,0,1,1,0.721,0
15,4,1,1,0,1.987,0
15,4,1,2,1,0.995,0
15,4,1,2,1,0.877,0
15,4,1,1,0,1.027,0
15,4,0,1,1,0.707,0
15,4,1,2,1,1.542,0
15,4,0,1,1,1.096,0
15,4,1,2,1,1.99,0
15,4,0,1,1,0.895,0
15,4,0,1,1,1.004,0
15,4,0,1,1,0.891,0
15,4,0,NaN,0,NaN,0
15,4,0,1,1,0.754,0
15,4,0,1,1,2.342,0
15,4,1,2,1,1.466,0
15,4,0,1,1,0.929,0
15,4,1,2,1,2.476,0
15,4,1,2,1,0.824,0
15,4,0,1,1,0.86,0
15,4,0,NaN,0,NaN,0
15,4,0,1,1,0.642,0
15,4,1,2,1,0.668,0
15,4,1,2,1,1.35,0
15,4,1,1,0,1.548,0
15,4,1,2,1,0.706,0
15,4,1,2,1,0.708,0
15,4,0,1,1,1.234,0
15,4,0,1,1,0.791,0
15,4,1,2,1,0.71,0
15,2,1,2,1,1.011,0
15,2,0,1,1,1.033,0
15,2,0,1,1,0.822,0
15,2,1,2,1,2.232,0
15,2,1,2,1,0.73,0
15,2,0,2,0,1.914,0
15,2,0,1,1,1.013,0
15,2,1,2,1,1.503,0
15,2,0,1,1,0.798,0
15,2,1,2,1,2.306,0
15,2,1,2,1,0.761,0
15,2,0,1,1,0.673,0
15,2,0,1,1,0.71,0
15,2,0,2,0,1.867,0
15,2,0,NaN,0,NaN,0
15,2,1,2,1,1.03,0
15,2,1,2,1,0.712,0
15,2,0,1,1,0.99,0
15,2,1,2,1,2.152,0
15,2,1,2,1,0.897,0
15,2,0,1,1,1.142,0
15,2,0,NaN,0,NaN,0
15,2,0,1,1,0.835,0
15,2,1,2,1,0.931,0
15,2,1,2,1,0.853,0
15,2,1,2,1,0.69,0
15,2,1,2,1,0.733,0
15,2,0,1,1,0.546,0
15,2,1,2,1,0.879,0
15,2,0,1,1,0.753,0
15,5,1,2,1,1.082,0
15,5,0,1,1,0.795,0
15,5,1,1,0,1.553,0
15,5,0,1,1,0.834,0
15,5,1,1,0,1.552,0
15,5,1,2,1,0.8,0
15,5,0,1,1,1.088,0
15,5,0,1,1,0.891,0
15,5,0,1,1,0.62,0
15,5,1,2,0,0.891,0
15,5,1,2,1,1.538,0
15,5,1,1,0,2.203,0
15,5,0,1,1,0.791,0
15,5,0,1,1,0.961,0
15,5,1,2,1,1.019,0
15,5,0,NaN,0,NaN,0
15,5,0,1,1,0.589,0
15,5,1,2,1,0.777,0
15,5,1,2,1,0.689,0
15,5,0,1,1,0.794,0
15,5,1,2,1,1.239,0
15,5,1,1,0,0.898,0
15,5,0,1,1,0.813,0
15,5,0,1,1,0.625,0
15,5,0,1,1,1.269,0
15,5,0,1,1,0.885,0
15,5,1,2,1,1.696,0
15,5,1,2,1,0.969,0
15,5,1,2,1,0.582,0
15,5,1,2,1,0.578,0
15,3,1,2,1,0.647,0
