subj_idx,category,stim,response,accuracy,rt,age
11021,3,0,2,1,0.941,0
11021,3,0,2,1,0.785,0
11021,3,0,2,1,0.829,0
11021,3,1,1,1,1.142,0
11021,3,1,1,1,0.87,0
11021,3,0,2,1,0.853,0
11021,3,0,2,1,0.927,0
11021,3,1,1,1,1.357,0
11021,3,1,1,1,0.838,0
11021,3,1,1,1,0.773,0
11021,3,1,1,1,0.91,0
11021,3,0,2,1,1.062,0
11021,3,0,2,1,0.741,0
11021,3,1,2,0,2.045,0
11021,3,0,2,1,1.472,0
11021,1,1,1,1,0.912,0
11021,1,0,2,1,1.422,0
11021,1,0,2,1,0.81,0
11021,1,0,2,1,1.001,0
11021,1,1,1,1,0.864,0
11021,1,0,2,1,0.72,0
11021,1,1,1,1,0.792,0
11021,1,1,1,1,0.991,0
11021,1,0,2,1,0.99,0
11021,1,1,1,1,0.945,0
11021,1,1,1,1,0.819,0
11021,1,0,2,1,1.287,0
11021,1,0,2,1,0.782,0
11021,1,1,1,1,1.049,0
11021,1,1,1,1,0.87,0
11021,1,1,1,1,0.935,0
11021,1,1,1,1,0.682,0
11021,1,0,2,1,0.829,0
11021,1,1,1,0,1.365,0
11021,1,1,1,1,0.937,0
11021,1,0,2,1,1.066,0
11021,1,0,2,1,0.824,0
11021,1,1,1,1,1.293,0
11021,1,0,2,1,1.433,0
11021,1,1,1,1,0.943,0
11021,1,1,1,1,0.669,0
11021,1,0,2,1,0.685,0
11021,1,0,2,1,1.089,0
11021,1,1,1,1,1.052,0
11021,1,0,2,1,0.92,0
11021,2,1,1,1,0.748,0
11021,2,1,1,1,0.678,0
11021,2,1,1,0,1.108,0
11021,2,1,1,1,0.814,0
11021,2,0,1,0,1.137,0
11021,2,0,2,1,0.832,0
11021,2,0,2,1,0.865,0
11021,2,1,1,1,1.598,0
11021,2,1,1,1,0.818,0
11021,2,0,2,1,0.802,0
11021,2,1,1,1,0.732,0
11021,2,1,1,1,1.31,0
11021,2,1,1,1,0.9,0
11021,2,1,1,1,0.684,0
11021,2,0,2,1,0.695,0
11021,2,0,1,0,1.095,0
11021,2,1,1,1,0.967,0
11021,2,0,2,1,0.782,0
11021,2,0,2,1,1.016,0
11021,2,0,2,1,0.938,0
11021,2,1,2,0,1.649,0
11021,2,0,2,1,0.781,0
11021,2,1,1,1,0.853,0
11021,2,0,2,1,1.16,0
11021,2,1,1,1,2.101,0
11021,2,0,2,1,0.645,0
11021,2,0,2,1,1.009,0
11021,2,0,2,1,0.92,0
11021,2,1,1,1,1.097,0
11021,2,1,1,1,0.644,0
11022,2,1,2,1,0.943,0
11022,2,1,2,1,1.056,0
11022,2,0,1,1,1.112,0
11022,2,1,2,1,0.91,0
11022,2,0,1,1,0.787,0
11022,2,1,2,1,1.187,0
11022,2,1,2,1,0.814,0
11022,2,1,2,1,0.845,0
11022,2,1,2,1,0.985,0
11022,2,0,1,1,0.994,0
11022,2,1,2,1,1.084,0
11022,2,0,1,1,0.811,0
11022,2,0,1,1,0.908,0
11022,2,1,2,1,0.901,0
11022,2,1,2,1,0.941,0
11022,2,0,1,1,1.448,0
11022,2,0,1,1,1.05,0
11022,2,1,2,1,1.034,0
11022,2,0,1,1,0.741,0
11022,2,1,2,1,0.969,0
11022,2,0,1,1,1.007,0
11022,2,0,1,1,1.062,0
11022,2,1,2,1,0.922,0
11022,2,0,1,1,1.031,0
11022,2,0,1,1,1.43,0
11022,2,0,1,1,1.366,0
11022,2,1,2,1,0.832,0
11022,2,0,1,1,0.89,0
11022,2,1,2,1,1.324,0
11022,3,0,1,1,0.84,0
11022,3,0,1,1,0.815,0
11022,3,0,1,1,1.16,0
11022,3,1,2,1,1.225,0
11022,3,0,1,1,0.984,0
11022,3,1,2,0,0.796,0
11022,3,0,NaN,0,NaN,0
11022,3,1,2,1,0.731,0
11022,3,1,2,1,0.759,0
11022,3,1,1,0,1.811,0
11022,3,1,2,1,1.033,0
11022,3,1,2,1,2.408,0
11022,3,1,NaN,0,NaN,0
11022,3,1,2,1,0.798,0
11022,3,0,1,1,1.466,0
11022,3,1,2,1,1.318,0
11022,3,1,2,1,0.703,0
11022,3,1,2,1,0.647,0
11022,3,0,1,1,1.485,0
11022,3,1,1,0,1.407,0
11022,3,1,2,1,0.712,0
11022,3,0,1,1,0.8,0
11022,3,0,1,1,1.15,0
11022,3,0,1,1,0.752,0
11022,3,1,2,1,2.148,0
11022,3,0,1,1,1.159,0
11022,3,1,2,1,1.209,0
11022,3,0,1,1,0.87,0
11022,3,0,1,1,0.865,0
11022,3,0,1,1,0.924,0
11022,1,0,1,1,0.916,0
11022,1,1,2,1,1.072,0
11022,1,0,1,1,1.316,0
11022,1,0,1,1,1.097,0
11022,1,1,2,1,0.82,0
11022,1,0,1,1,1.05,0
11022,1,0,1,1,1.148,0
11022,1,1,2,1,0.918,0
11022,1,1,1,0,1.649,0
11022,1,1,2,1,0.971,0
11022,1,1,2,1,2.382,0
11022,1,1,2,1,1.431,0
11022,1,1,2,1,1.565,0
11022,1,0,1,1,1.405,0
11022,1,0,1,1,1.424,0
11022,1,1,2,1,1.649,0
11022,1,1,2,0,0.492,0
11022,1,0,1,1,1.085,0
11022,1,0,1,1,1.175,0
11022,1,1,2,1,1.794,0
11022,1,1,2,1,1.933,0
11022,1,0,1,1,1.532,0
11022,1,0,1,1,0.953,0
11022,1,0,1,1,0.944,0
11022,1,1,2,1,2.031,0
11022,1,1,1,0,2.412,0
11022,1,0,1,1,1.29,0
11022,1,0,1,1,1.442,0
11022,1,1,1,0,1.413,0
11022,1,1,2,1,0.747,0
11024,1,0,1,0,1.374,0
11024,1,1,1,1,1.32,0
11024,1,1,1,1,1.518,0
11024,1,0,2,1,0.892,0
11024,1,0,2,1,0.703,0
11024,1,0,2,1,0.608,0
11024,1,0,2,1,0.696,0
11024,1,0,2,1,0.767,0
11024,1,0,2,1,0.885,0
11024,1,1,1,1,0.975,0
11024,1,1,1,1,0.685,0
11024,1,1,1,1,0.79,0
11024,1,1,1,1,0.708,0
11024,1,1,1,0,0.677,0
11024,1,1,1,1,0.711,0
11024,1,0,2,1,0.737,0
11024,1,1,1,1,0.747,0
11024,1,1,1,1,0.823,0
11024,1,1,1,1,1.185,0
11024,1,0,2,1,0.823,0
11024,1,0,2,1,0.799,0
11024,1,1,1,1,0.755,0
11024,1,0,2,1,0.812,0
11024,1,0,2,1,0.819,0
11024,1,0,2,1,0.588,0
11024,1,1,1,1,0.708,0
11024,1,1,1,1,0.723,0
11024,1,1,1,1,0.65,0
11024,1,1,1,1,0.622,0
11024,2,0,2,1,0.66,0
11024,2,1,1,1,0.757,0
11024,2,0,2,1,0.754,0
11024,2,1,1,1,0.833,0
11024,2,1,1,1,0.768,0
11024,2,0,2,1,0.872,0
11024,2,0,2,1,0.753,0
11024,2,1,1,1,0.988,0
11024,2,0,2,1,0.761,0
11024,2,1,1,1,1.051,0
11024,2,1,1,1,0.628,0
11024,2,1,1,1,0.797,0
11024,2,0,2,1,0.734,0
11024,2,1,1,1,0.64,0
11024,2,0,2,1,0.497,0
11024,2,1,1,1,0.649,0
11024,2,0,2,1,0.755,0
11024,2,0,2,1,0.62,0
11024,2,0,2,1,0.633,0
11024,2,0,2,1,0.731,0
11024,2,0,2,1,0.963,0
11024,2,1,1,1,0.756,0
11024,2,0,2,1,0.712,0
11024,2,1,1,1,0.726,0
11024,2,1,1,1,0.795,0
11024,2,1,1,1,0.545,0
11024,2,1,1,1,0.823,0
11024,2,0,2,1,0.707,0
11024,2,0,2,1,0.737,0
11024,2,1,1,1,0.656,0
11024,3,0,2,1,0.649,0
11024,3,1,1,1,0.64,0
11024,3,0,2,1,0.577,0
11024,3,1,1,1,0.61,0
11024,3,0,2,1,1.548,0
11024,3,1,1,1,0.645,0
11024,3,1,1,1,0.585,0
11024,3,1,1,1,0.508,0
11024,3,0,1,0,0.675,0
11024,3,1,1,1,0.521,0
11024,3,0,2,1,0.768,0
11024,3,0,2,1,0.627,0
11024,3,1,1,1,0.634,0
11024,3,0,2,1,0.718,0
11024,3,1,1,1,0.563,0
11024,3,1,2,0,0.792,0
11024,3,1,1,1,0.542,0
11024,3,0,2,1,0.638,0
11024,3,1,1,1,0.542,0
11024,3,0,2,1,1.371,0
11024,3,1,1,1,0.516,0
11024,3,0,2,1,0.651,0
11024,3,0,2,1,0.615,0
11024,3,1,1,1,0.992,0
11024,3,1,1,1,0.783,0
11024,3,0,2,1,0.753,0
11024,3,0,2,1,0.893,0
11024,3,1,1,1,0.809,0
11024,3,0,2,1,1.055,0
11024,3,0,2,1,0.704,0
11029,3,0,1,1,2.092,0
11029,3,1,2,1,1.689,0
11029,3,1,2,1,2.308,0
11029,3,0,1,1,1.827,0
11029,3,0,1,1,0.938,0
11029,3,0,1,1,0.832,0
11029,3,0,1,1,0.968,0
11029,3,0,1,1,0.825,0
11029,3,0,1,1,1.987,0
11029,3,1,2,1,1.022,0
11029,3,1,2,1,0.989,0
11029,3,1,2,1,0.753,0
11029,3,1,2,1,0.636,0
11029,3,1,2,0,0.949,0
11029,3,1,2,1,1.915,0
11029,3,0,1,1,0.771,0
11029,3,1,2,1,0.897,0
11029,3,1,2,1,0.685,0
11029,3,1,2,1,0.686,0
11029,3,0,1,1,0.796,0
11029,3,0,1,1,1.012,0
11029,3,1,2,1,0.672,0
11029,3,0,1,1,0.642,0
11029,3,0,1,1,1.04,0
11029,3,0,1,1,0.582,0
11029,3,1,2,1,0.793,0
11029,3,1,2,1,0.566,0
11029,3,1,2,1,0.819,0
11029,3,1,2,1,0.623,0
11029,1,0,1,1,0.751,0
11029,1,1,2,1,0.659,0
11029,1,0,1,1,0.754,0
11029,1,1,2,1,0.699,0
11029,1,1,2,1,0.841,0
11029,1,0,1,1,0.717,0
11029,1,0,2,0,0.96,0
11029,1,1,2,1,0.588,0
11029,1,0,1,1,0.763,0
11029,1,1,2,1,1.198,0
11029,1,1,2,1,0.719,0
11029,1,1,2,1,0.605,0
11029,1,0,1,1,0.98,0
11029,1,1,2,1,0.488,0
11029,1,0,1,1,0.691,0
11029,1,1,2,1,0.955,0
11029,1,0,1,1,0.596,0
11029,1,0,2,0,0.983,0
11029,1,0,1,1,0.591,0
11029,1,0,1,1,0.669,0
11029,1,0,1,1,0.704,0
11029,1,1,2,1,0.923,0
11029,1,0,1,1,0.518,0
11029,1,1,2,1,0.712,0
11029,1,1,2,1,2.051,0
11029,1,1,2,1,0.866,0
11029,1,1,2,1,0.831,0
11029,1,0,1,1,0.55,0
11029,1,0,1,1,0.939,0
11029,1,1,2,1,0.68,0
11029,2,0,1,1,0.705,0
11029,2,1,2,1,0.682,0
11029,2,0,1,1,1.143,0
11029,2,1,2,1,0.652,0
11029,2,0,1,1,0.627,0
11029,2,1,1,0,1.488,0
11029,2,1,1,0,1.449,0
11029,2,1,2,1,0.78,0
11029,2,0,1,1,0.818,0
11029,2,1,2,1,0.539,0
11029,2,0,1,1,0.796,0
11029,2,0,1,1,0.57,0
11029,2,1,2,1,0.61,0
11029,2,0,1,1,0.666,0
11029,2,1,2,1,0.697,0
11029,2,1,2,1,0.779,0
11029,2,1,2,1,0.695,0
11029,2,0,1,1,1.036,0
11029,2,1,2,1,0.625,0
11029,2,0,1,1,0.683,0
11029,2,1,2,1,0.589,0
11029,2,0,1,1,0.858,0
11029,2,0,1,1,0.647,0
11029,2,1,2,1,0.778,0
11029,2,1,2,1,0.636,0
11029,2,0,1,1,1.386,0
11029,2,0,1,1,0.78,0
11029,2,1,2,1,0.795,0
11029,2,0,2,0,1.352,0
11029,2,0,1,1,0.717,0
11032,2,0,1,0,1.357,0
11032,2,1,1,1,1.036,0
11032,2,0,2,1,0.835,0
11032,2,1,1,1,0.844,0
11032,2,0,2,1,0.78,0
11032,2,0,2,1,1.409,0
11032,2,1,1,1,0.859,0
11032,2,1,1,1,1.244,0
11032,2,0,2,1,0.895,0
11032,2,1,1,1,1.544,0
11032,2,1,1,1,1.373,0
11032,2,0,2,1,1.14,0
11032,2,0,2,1,1.105,0
11032,2,1,1,1,1.588,0
11032,2,1,1,1,0.887,0
11032,2,1,1,0,1.186,0
11032,2,1,1,1,1.224,0
11032,2,0,2,1,0.995,0
11032,2,1,1,1,0.867,0
11032,2,1,1,1,0.916,0
11032,2,0,2,1,1.177,0
11032,2,0,1,0,1.05,0
11032,2,1,1,1,0.661,0
11032,2,0,2,1,0.746,0
11032,2,0,2,1,1.165,0
11032,2,1,1,1,1.14,0
11032,2,1,1,1,1.119,0
11032,2,1,1,1,0.978,0
11032,2,0,2,1,1.53,0
11032,1,0,2,1,0.766,0
11032,1,1,1,1,0.839,0
11032,1,1,1,1,0.851,0
11032,1,0,2,1,0.747,0
11032,1,1,1,0,0.983,0
11032,1,1,1,1,1.124,0
11032,1,1,1,0,0.675,0
11032,1,0,2,1,0.648,0
11032,1,1,1,1,1.238,0
11032,1,1,1,1,0.982,0
11032,1,1,1,1,0.763,0
11032,1,0,1,0,1.71,0
11032,1,0,2,1,1.01,0
11032,1,0,2,1,0.97,0
11032,1,0,2,1,0.77,0
11032,1,0,2,1,0.659,0
11032,1,1,1,1,0.889,0
11032,1,0,2,1,0.702,0
11032,1,1,1,1,0.865,0
11032,1,1,1,1,0.892,0
11032,1,1,1,1,1.056,0
11032,1,1,1,1,1.18,0
11032,1,0,2,1,1.226,0
11032,1,0,2,1,0.797,0
11032,1,1,1,1,0.92,0
11032,1,0,2,1,1.008,0
11032,1,0,2,1,0.757,0
11032,1,1,1,1,1.454,0
11032,1,1,1,1,1.34,0
11032,1,1,1,1,0.867,0
11032,3,1,1,1,0.818,0
11032,3,0,2,1,0.705,0
11032,3,1,1,1,0.97,0
11032,3,0,1,0,1.68,0
11032,3,0,2,1,0.979,0
11032,3,0,2,1,0.689,0
11032,3,1,1,1,1.013,0
11032,3,1,1,1,0.792,0
11032,3,1,1,1,1.08,0
11032,3,0,2,1,0.959,0
11032,3,0,2,1,1.049,0
11032,3,1,1,0,0.854,0
11032,3,1,1,1,0.771,0
11032,3,1,1,1,0.739,0
11032,3,1,1,1,0.673,0
11032,3,0,2,1,1.355,0
11032,3,1,1,1,0.82,0
11032,3,1,1,1,0.726,0
11032,3,0,2,1,0.713,0
11032,3,0,2,1,0.701,0
11032,3,1,1,1,0.657,0
11032,3,0,2,1,0.744,0
11032,3,1,1,1,0.861,0
11032,3,1,1,1,0.746,0
11032,3,0,2,1,0.7,0
11032,3,0,2,1,0.933,0
11032,3,1,1,1,0.617,0
11032,3,1,1,1,0.946,0
11032,3,0,2,1,0.886,0
11032,3,0,2,1,0.919,0
11046,3,0,1,0,1.144,0
11046,3,1,1,1,0.808,0
11046,3,1,1,1,0.72,0
11046,3,0,2,1,0.785,0
11046,3,0,2,1,1.085,0
11046,3,0,2,1,0.844,0
11046,3,0,2,1,0.781,0
11046,3,0,2,1,0.934,0
11046,3,0,2,1,1.046,0
11046,3,1,1,1,0.8,0
11046,3,1,1,1,0.99,0
11046,3,1,1,1,0.945,0
11046,3,1,1,1,0.873,0
11046,3,1,1,0,0.611,0
11046,3,1,1,1,0.757,0
11046,3,0,2,1,0.714,0
